Wall time,Step,Value
1686374326.354519,100,14.803999900817871
1686374338.0826507,200,12.23900032043457
1686374350.1585948,300,11.680999755859375
1686374362.1431684,400,11.49899959564209
1686374374.2048206,500,11.345000267028809
1686374386.107075,600,11.1850004196167
1686374398.0159395,700,10.920999526977539
1686374410.4522076,800,10.741999626159668
1686374422.6382387,900,10.484999656677246
1686374434.5607023,1000,10.288999557495117
1686374446.560021,1100,10.071999549865723
1686374458.997526,1200,9.897000312805176
1686374470.867841,1300,9.697999954223633
1686374483.6026533,1400,9.543000221252441
1686374495.9402776,1500,9.335000038146973
1686374508.310946,1600,9.25
1686374520.4451623,1700,9.083000183105469
1686374532.6190536,1800,8.98900032043457
1686374544.7042198,1900,8.86299991607666
1686374556.6113496,2000,8.718999862670898
1686374568.5263379,2100,8.621999740600586
1686374580.548678,2200,8.555999755859375
1686374592.3805075,2300,8.425000190734863
1686374604.5180402,2400,8.355999946594238
1686374616.037912,2500,8.338000297546387
1686374627.850562,2600,8.220000267028809
1686374639.9847462,2700,8.152000427246094
1686374651.9461899,2800,8.118000030517578
1686374664.8137429,2900,8.104000091552734
1686374677.151456,3000,7.999000072479248
1686374689.2848115,3100,7.988999843597412
1686374701.2292905,3200,7.980000019073486
1686374712.9592416,3300,7.9120001792907715
1686374725.184657,3400,7.889999866485596
1686374737.5871644,3500,7.880000114440918
1686374750.0132463,3600,7.811999797821045
1686374762.2312148,3700,7.789999961853027
1686374774.1061795,3800,7.770999908447266
1686374786.17939,3900,7.703999996185303
1686374797.944094,4000,7.752999782562256
1686374810.1847563,4100,7.684999942779541
1686374822.6663578,4200,7.650000095367432
1686374856.1201684,4300,7.618000030517578
1686374868.1632829,4400,7.499000072479248
1686374880.4031262,4500,7.565999984741211
1686374892.9353871,4600,7.5279998779296875
1686374905.1715164,4700,7.5320000648498535
1686374916.7768826,4800,7.492000102996826
1686374929.0110645,4900,7.488999843597412
1686374941.2077947,5000,7.460999965667725
1686374953.1825254,5100,7.49399995803833
1686374965.5408347,5200,7.465000152587891
1686374978.0283718,5300,7.440999984741211
1686374989.957986,5400,7.354000091552734
1686375002.6442518,5500,7.4029998779296875
1686375014.725318,5600,7.330999851226807
1686375026.8822577,5700,7.39300012588501
1686375038.9743836,5800,7.388999938964844
1686375051.8107538,5900,7.374000072479248
1686375063.7875066,6000,7.335999965667725
1686375076.0703719,6100,7.324999809265137
1686375088.2713485,6200,7.323999881744385
1686375100.255876,6300,7.26200008392334
1686375112.6563768,6400,7.269999980926514
1686375125.037107,6500,7.247000217437744
1686375137.2081048,6600,7.355000019073486
1686375148.7891595,6700,7.2820000648498535
1686375160.7916856,6800,7.196000099182129
1686375173.3004231,6900,7.26800012588501
1686375186.4170215,7000,7.2820000648498535
1686375198.3427558,7100,7.322999954223633
1686375210.3894906,7200,7.283999919891357
1686375222.355884,7300,7.264999866485596
1686375234.785642,7400,7.177000045776367
1686375246.885348,7500,7.2230000495910645
1686375259.094923,7600,7.206999778747559
1686375271.4467607,7700,7.198999881744385
1686375283.4562047,7800,7.151000022888184
1686375295.1287508,7900,7.171000003814697
1686375307.355832,8000,7.265999794006348
1686375319.5405788,8100,7.156000137329102
1686375331.4382331,8200,7.116000175476074
1686375343.6117425,8300,7.188000202178955
1686375356.5682235,8400,7.171999931335449
1686375368.2515404,8500,7.120999813079834
1686375405.814496,8600,7.0229997634887695
1686375418.091392,8700,7.045000076293945
1686375430.5807686,8800,7.072000026702881
1686375443.0532086,8900,7.070000171661377
1686375455.0587807,9000,6.98199987411499
1686375467.1681268,9100,7.063000202178955
1686375479.6258938,9200,7.053999900817871
1686375491.8939857,9300,7.008999824523926
1686375504.0736897,9400,7.038000106811523
1686375515.92176,9500,7.109000205993652
1686375528.6814647,9600,7.085000038146973
1686375541.2088714,9700,7.011000156402588
1686375553.3237,9800,7.060999870300293
1686375565.2689803,9900,6.9770002365112305
1686375577.187306,10000,7.041999816894531
1686375589.3036761,10100,7.059999942779541
1686375601.106103,10200,7.067999839782715
1686375613.170088,10300,7.000999927520752
1686375625.1842592,10400,6.986999988555908
1686375637.1101878,10500,7.0960001945495605
1686375648.9962358,10600,7.034999847412109
1686375660.668271,10700,6.992000102996826
1686375672.704972,10800,7.035999774932861
1686375685.2978234,10900,7.013000011444092
1686375697.2921429,11000,7.02400016784668
1686375710.2519166,11100,6.986000061035156
1686375722.438945,11200,6.966000080108643
1686375734.4392152,11300,7.008999824523926
1686375746.3190827,11400,7.01800012588501
1686375758.3972704,11500,6.960999965667725
1686375770.4045064,11600,6.922999858856201
1686375782.4438038,11700,6.988999843597412
1686375794.3187556,11800,6.888000011444092
1686375806.630906,11900,7.050000190734863
1686375818.8653848,12000,6.980000019073486
1686375830.77909,12100,7.001999855041504
1686375842.891812,12200,6.980000019073486
1686375854.905904,12300,7.025000095367432
1686375866.8827212,12400,7.00600004196167
1686375879.3490884,12500,6.940999984741211
1686375892.61488,12600,6.961999893188477
1686375904.8771284,12700,6.939000129699707
1686375941.5328708,12800,6.894000053405762
1686375953.3996515,12900,6.86899995803833
1686375966.4092631,13000,6.934000015258789
1686375978.6111145,13100,6.816999912261963
1686375991.4296594,13200,6.869999885559082
1686376004.005541,13300,6.9029998779296875
1686376016.549859,13400,6.925000190734863
1686376029.2201717,13500,6.8480000495910645
1686376042.1537306,13600,6.866000175476074
1686376055.2163262,13700,6.811999797821045
1686376068.8133683,13800,6.849999904632568
1686376081.403935,13900,6.831999778747559
1686376093.685032,14000,6.861000061035156
1686376105.3093338,14100,6.882999897003174
1686376117.276773,14200,6.864999771118164
1686376130.0545611,14300,6.956999778747559
1686376142.5517528,14400,6.940999984741211
1686376154.5302224,14500,6.861000061035156
1686376166.7333906,14600,6.926000118255615
1686376178.4194431,14700,6.9670000076293945
1686376190.6930168,14800,6.8429999351501465
1686376202.8456807,14900,6.854000091552734
1686376215.086014,15000,6.848999977111816
1686376227.2630498,15100,6.826000213623047
1686376240.0470905,15200,6.853000164031982
1686376252.2079687,15300,6.863999843597412
1686376264.473908,15400,6.875999927520752
1686376276.7813988,15500,6.88700008392334
1686376288.7370296,15600,6.876999855041504
1686376301.1566932,15700,6.883999824523926
1686376313.2497425,15800,6.861000061035156
1686376325.155446,15900,6.824999809265137
1686376337.783273,16000,6.84499979019165
1686376350.562352,16100,6.918000221252441
1686376363.340395,16200,6.861999988555908
1686376376.2707596,16300,6.816999912261963
1686376388.4646013,16400,6.810999870300293
1686376400.891453,16500,6.88700008392334
1686376412.7100487,16600,6.855000019073486
1686376425.9037893,16700,6.888999938964844
1686376437.9728658,16800,6.915999889373779
1686376449.8311229,16900,6.934000015258789
1686376462.0256078,17000,6.892000198364258
1686376498.1122813,17100,6.803999900817871
1686376510.671503,17200,6.828999996185303
1686376522.5526762,17300,6.74399995803833
1686376535.0049653,17400,6.800000190734863
1686376546.90124,17500,6.817999839782715
1686376559.1229138,17600,6.755000114440918
1686376571.640418,17700,6.723999977111816
1686376584.333279,17800,6.802999973297119
1686376596.4902663,17900,6.815999984741211
1686376609.540544,18000,6.7779998779296875
1686376621.8022065,18100,6.808000087738037
1686376633.63639,18200,6.776000022888184
1686376645.7272851,18300,6.723999977111816
1686376658.4413617,18400,6.78000020980835
1686376670.5842297,18500,6.783999919891357
1686376682.7231767,18600,6.789000034332275
1686376694.8511057,18700,6.770999908447266
1686376706.0737703,18800,6.8460001945495605
1686376718.0758507,18900,6.741000175476074
1686376730.5323725,19000,6.7829999923706055
1686376742.6073432,19100,6.744999885559082
1686376754.763096,19200,6.824999809265137
1686376767.1574743,19300,6.798999786376953
1686376779.6408913,19400,6.809999942779541
1686376792.5202124,19500,6.816999912261963
1686376804.6852608,19600,6.784999847412109
1686376817.1081824,19700,6.789999961853027
1686376829.3041456,19800,6.829999923706055
1686376841.1579504,19900,6.732999801635742
1686376852.9498322,20000,6.7210001945495605
1686376865.07181,20100,6.754000186920166
1686376877.5840273,20200,6.853000164031982
1686376890.2081354,20300,6.78000020980835
1686376902.8072553,20400,6.818999767303467
1686376914.970393,20500,6.795000076293945
1686376926.8870864,20600,6.811999797821045
1686376939.036293,20700,6.796000003814697
1686376951.3192117,20800,6.831999778747559
1686376963.9363987,20900,6.769999980926514
1686376975.9290874,21000,6.802999973297119
1686376988.0341072,21100,6.802999973297119
1686376999.8632348,21200,6.791999816894531
