Wall time,Step,Value
1686484167.3007662,100,14.876999855041504
1686484182.8752506,200,11.956999778747559
1686484198.8837376,300,11.21500015258789
1686484224.2185626,400,11.027999877929688
1686484240.431218,500,10.88599967956543
1686484256.4849508,600,10.595000267028809
1686484272.1508677,700,10.107999801635742
1686484288.5279844,800,9.800999641418457
1686484304.2376842,900,9.506999969482422
1686484321.2738702,1000,9.27400016784668
1686484337.0169137,1100,9.045999526977539
1686484353.2075355,1200,8.887999534606934
1686484369.3564422,1300,8.690999984741211
1686484385.1297598,1400,8.505999565124512
1686484400.9266865,1500,8.355999946594238
1686484417.2771647,1600,8.164999961853027
1686484432.7909648,1700,8.079000473022461
1686484447.769121,1800,7.949999809265137
1686484464.0300376,1900,7.85099983215332
1686484479.4243023,2000,7.710000038146973
1686484495.5402632,2100,7.660999774932861
1686484511.8481002,2200,7.580999851226807
1686484527.2960489,2300,7.4770002365112305
1686484543.1497254,2400,7.427999973297119
1686484558.6503012,2500,7.327000141143799
1686484574.398669,2600,7.330999851226807
1686484589.7632716,2700,7.275000095367432
1686484605.3007853,2800,7.183000087738037
1686484621.837032,2900,7.189000129699707
1686484637.519081,3000,7.104000091552734
1686484653.2187746,3100,7.105000019073486
1686484668.5029,3200,7.070000171661377
1686484684.5751708,3300,7.0879998207092285
1686484701.2345455,3400,7.073999881744385
1686484716.9607067,3500,6.974999904632568
1686484732.64318,3600,6.932000160217285
1686484748.8845906,3700,6.988999843597412
1686484764.3015609,3800,6.952000141143799
1686484780.0750098,3900,6.901000022888184
1686484796.6451015,4000,6.931000232696533
1686484812.187708,4100,6.919000148773193
1686484829.5332603,4200,6.934999942779541
1686484845.452025,4300,6.864999771118164
1686484861.4425232,4400,6.802000045776367
1686484877.598551,4500,6.806000232696533
1686484893.1221285,4600,6.823999881744385
1686484908.9758804,4700,6.7170000076293945
1686484924.6008425,4800,6.775000095367432
1686484939.8453832,4900,6.71999979019165
1686484955.6569216,5000,6.724999904632568
1686484971.3766356,5100,6.710000038146973
1686484987.0984914,5200,6.684999942779541
1686485003.200385,5300,6.638000011444092
1686485018.5771792,5400,6.709000110626221
1686485035.5036786,5500,6.723999977111816
1686485051.578526,5600,6.666999816894531
1686485067.6566317,5700,6.688000202178955
1686485083.9485102,5800,6.627999782562256
1686485099.7312522,5900,6.603000164031982
1686485115.3796751,6000,6.571000099182129
1686485130.9903138,6100,6.558000087738037
1686485147.0138392,6200,6.586999893188477
1686485191.5632308,6300,6.5960001945495605
1686485207.2899137,6400,6.433000087738037
1686485223.322202,6500,6.4629998207092285
1686485239.9936585,6600,6.46999979019165
1686485255.778101,6700,6.502999782562256
1686485270.7059565,6800,6.449999809265137
1686485286.599262,6900,6.497000217437744
1686485302.1761236,7000,6.4730000495910645
1686485317.9643624,7100,6.459000110626221
1686485334.143201,7200,6.451000213623047
1686485350.28086,7300,6.491000175476074
1686485366.556488,7400,6.431000232696533
1686485382.3418,7500,6.421000003814697
1686485398.2383513,7600,6.422999858856201
1686485414.463244,7700,6.435999870300293
1686485431.6087387,7800,6.396999835968018
1686485447.5001853,7900,6.428999900817871
1686485463.339649,8000,6.440000057220459
1686485479.2448797,8100,6.427000045776367
1686485495.3227649,8200,6.414999961853027
1686485511.269568,8300,6.456999778747559
1686485526.9618676,8400,6.357999801635742
1686485542.6597307,8500,6.359000205993652
1686485558.5445619,8600,6.376999855041504
1686485574.0843804,8700,6.39300012588501
1686485590.4144096,8800,6.40500020980835
1686485607.0620563,8900,6.389999866485596
1686485622.8156865,9000,6.36299991607666
1686485639.3008082,9100,6.341000080108643
1686485655.2234662,9200,6.376999855041504
1686485670.7464967,9300,6.343999862670898
1686485685.7146294,9400,6.363999843597412
1686485701.5625165,9500,6.320000171661377
1686485717.3114464,9600,6.314000129699707
1686485733.8829086,9700,6.324999809265137
1686485749.7528312,9800,6.3429999351501465
1686485765.7669554,9900,6.343999862670898
1686485781.734278,10000,6.317999839782715
1686485797.4298267,10100,6.298999786376953
1686485812.7695413,10200,6.336999893188477
1686485828.98462,10300,6.250999927520752
1686485845.2646923,10400,6.322999954223633
1686485861.356713,10500,6.376999855041504
1686485877.9097884,10600,6.335999965667725
1686485893.985261,10700,6.324999809265137
1686485909.9205244,10800,6.303999900817871
1686485925.1637015,10900,6.258999824523926
1686485940.6733336,11000,6.26200008392334
1686485956.5488102,11100,6.254000186920166
1686485972.3333979,11200,6.276000022888184
1686485987.7869985,11300,6.291999816894531
1686486003.4108467,11400,6.260000228881836
1686486018.5405235,11500,6.218999862670898
1686486035.1469676,11600,6.254000186920166
1686486050.645692,11700,6.2769999504089355
1686486065.6623409,11800,6.25
1686486082.2357702,11900,6.26200008392334
1686486098.187848,12000,6.22599983215332
1686486114.9431727,12100,6.28000020980835
1686486131.319777,12200,6.229000091552734
1686486147.4137182,12300,6.2769999504089355
1686486163.7384434,12400,6.25600004196167
1686486178.8387203,12500,6.211999893188477
1686486223.1317623,12600,6.210999965667725
1686486239.8449304,12700,6.139999866485596
1686486255.9745765,12800,6.189000129699707
1686486272.106442,12900,6.197000026702881
1686486288.0349245,13000,6.15500020980835
1686486303.6324604,13100,6.158999919891357
1686486319.9396884,13200,6.151000022888184
1686486335.658262,13300,6.2220001220703125
1686486351.5407767,13400,6.176000118255615
1686486367.8683753,13500,6.202000141143799
1686486383.8620026,13600,6.125999927520752
1686486399.754678,13700,6.166999816894531
1686486415.5322495,13800,6.160999774932861
1686486431.526731,13900,6.2210001945495605
1686486448.4199193,14000,6.138999938964844
1686486464.5232472,14100,6.163000106811523
1686486480.15384,14200,6.11899995803833
1686486496.2436736,14300,6.156000137329102
1686486512.1718035,14400,6.176000118255615
1686486527.835883,14500,6.14900016784668
1686486543.4859395,14600,6.184999942779541
1686486558.9852958,14700,6.126999855041504
1686486575.6153486,14800,6.151000022888184
1686486592.181269,14900,6.166999816894531
1686486609.4477944,15000,6.1529998779296875
1686486625.8431454,15100,6.190000057220459
1686486641.3241327,15200,6.145999908447266
1686486657.627973,15300,6.151000022888184
1686486673.3213208,15400,6.164999961853027
1686486689.7278638,15500,6.1529998779296875
1686486705.2339566,15600,6.119999885559082
1686486720.5907047,15700,6.10699987411499
1686486736.1329174,15800,6.1519999504089355
1686486752.0557091,15900,6.116000175476074
1686486767.4616244,16000,6.099999904632568
1686486783.1412814,16100,6.11299991607666
1686486799.5420284,16200,6.182000160217285
1686486815.713536,16300,6.130000114440918
1686486831.742884,16400,6.144000053405762
1686486847.3223264,16500,6.11899995803833
1686486864.2439752,16600,6.136000156402588
1686486879.9176662,16700,6.119999885559082
1686486895.2641737,16800,6.163000106811523
1686486911.4332373,16900,6.076000213623047
1686486927.494712,17000,6.098999977111816
1686486943.819005,17100,6.145999908447266
1686486959.596596,17200,6.111000061035156
1686486975.6021104,17300,6.11299991607666
1686486991.5149145,17400,6.109000205993652
1686487006.9363718,17500,6.084000110626221
1686487022.7605708,17600,6.11899995803833
1686487038.9126973,17700,6.11899995803833
1686487054.7649784,17800,6.089000225067139
1686487071.8410556,17900,6.090000152587891
1686487087.1407685,18000,6.0929999351501465
